Title,Price,Location,Bed,Bath,Area,Badges,Listing Time,Thumbnail
Your Ideal West Open 1700 Square Feet Flat Has Just Become Available In Gulshan-e-Iqbal - Block 2,2.8 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",3.0,3.0,189 Sq. Yd.,['No badges'],Added: 19 hours ago,https://media.zameen.com/thumbnails/188704789-400x300.webp
Flat For sale In Gulshan-e-Iqbal - Block 10-A Karachi,3.25 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",3.0,4.0,267 Sq. Yd.,['No badges'],Added: 19 hours ago,https://media.zameen.com/thumbnails/187028053-400x300.webp
Portion Available In Very Cheap Price,4.6 Crore,"Mohammad Ali Society, Gulshan-e-Iqbal Town",4.0,4.0,320 Sq. Yd.,['Hot badge'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/195227525-400x300.webp
"Change Your Address To Prime Location Mohammad Ali Society, Karachi For A Reasonable Price Of Rs. 52,500,000",5.25 Crore,"Mohammad Ali Society, Gulshan-e-Iqbal Town",4.0,4.0,333 Sq. Yd.,['Hot badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/196972313-400x300.webp
Corner 240 Yard Single Bungalow For Sale Block5 Sale In Gulshan-e-iqbal,6.4 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['Hot badge'],Added: 2 weeks ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/201140803-400x300.webp
2 Bed Drawing Dinning On Sale,1.75 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",2.0,2.0,106 Sq. Yd.,['Hot badge'],Added: 2 weeks ago,https://media.zameen.com/thumbnails/199285663-400x300.webp
3 Bed Drawing Dinning Flat For Sale,3.2 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",4.0,3.0,156 Sq. Yd.,['Hot badge'],Added: 1 week ago (Updated: 6 days ago),https://media.zameen.com/thumbnails/202292418-400x300.webp
Buying A Prime Location House In Karachi?,2.5 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",,,120 Sq. Yd.,['Hot badge'],Added: 1 week ago,https://images.zameen.com/smap/400/300/24.923765/67.09852/image.jpeg?quality=80&imageformat=jpeg
170 Square Yards Upper Portion Is Available For sale In Gulshan-e-Iqbal - Block 6,1.7 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",3.0,3.0,170 Sq. Yd.,['Hot badge'],Added: 3 weeks ago,https://images.zameen.com/smap/400/300/24.923765/67.09852/image.jpeg?quality=80&imageformat=jpeg
Saima Square one Apartment For sale in Gulshan block 10-A,3.6 Crore,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",3.0,3.0,267 Sq. Yd.,['Hot badge'],Added: 4 weeks ago,https://images.zameen.com/smap/400/300/24.916643/67.096539/image.jpeg?quality=80&imageformat=jpeg
Bungalow For Sale,9.75 Crore,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",6.0,6.0,500 Sq. Yd.,['Hot badge'],Added: 17 hours ago (Updated: 14 hours ago),https://images.zameen.com/smap/400/300/24.934623/67.099164/image.jpeg?quality=80&imageformat=jpeg
Flat For Sale,1.2 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",2.0,2.0,106 Sq. Yd.,['Hot badge'],Added: 1 week ago (Updated: 1 week ago),https://images.zameen.com/smap/400/300/24.9275/67.1044/image.jpeg?quality=80&imageformat=jpeg
Beautiful Luxury Bungalow For Sale,12 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",9.0,6.0,500 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/193510481-400x300.webp
3 Bed Dd Apartment Available For Sale,1.2 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",3.0,3.0,150 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/163742316-400x300.webp
Stunning House Is Available For sale In Gulshan-e-Iqbal - Block 2,5.5 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",7.0,7.0,240 Sq. Yd.,['Hot badge'],Added: 2 days ago,https://media.zameen.com/thumbnails/200099663-400x300.webp
Brand New Ground Floor 3 Bed Dd Portion West Open Available In Prime Location,2.18 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,['Hot badge'],Added: 2 days ago,https://media.zameen.com/thumbnails/201327911-400x300.webp
Apartment Available For Sale In Gulshan E Iqbal Block 4a,85 Lakh,"Gulshan-e-Iqbal - Block 4A, Gulshan-e-Iqbal",2.0,2.0,111 Sq. Yd.,['Hot badge'],Added: 2 days ago (Updated: 22 hours ago),https://media.zameen.com/thumbnails/203449663-400x300.webp
Ground Floor Flat 2 Bed Lounge For Sale,60 Lakh,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",2.0,2.0,83 Sq. Yd.,['Hot badge'],Added: 2 days ago,https://media.zameen.com/thumbnails/185980152-400x300.webp
Sale This House Located In Gulshan-e-iqbal,18.5 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",7.0,6.0,"1,000 Sq. Yd.","['Hot badge', 'Trusted badge']",Added: 2 days ago,https://media.zameen.com/thumbnails/194547215-400x300.webp
Flat Available For sale In Gulshan-e-Iqbal - Block 10,3.25 Crore,"Gulshan-e-Iqbal - Block 10, Gulshan-e-Iqbal",3.0,4.0,267 Sq. Yd.,['No badges'],Added: 19 hours ago,https://media.zameen.com/thumbnails/168325690-400x300.webp
Get Your Hands On Flat In Karachi Best Area,1.5 Crore,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",3.0,3.0,133 Sq. Yd.,['No badges'],Added: 19 hours ago,https://media.zameen.com/thumbnails/187892665-400x300.webp
3 Bed DD First Floor New Portion For Sale Erum Bungalows Gulshan-e-Iqbal Block 11,2.6 Crore,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",3.0,3.0,270 Sq. Yd.,['No badges'],Added: 21 hours ago,https://media.zameen.com/thumbnails/197594725-400x300.webp
"3 Bed D. d Apartment For Sale In Gulshan E Iqbal , Block 10-a",1.2 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",3.0,3.0,167 Sq. Yd.,['Trusted badge'],Added: 21 hours ago,https://media.zameen.com/thumbnails/195413730-400x300.webp
2300 Square Feet Upper Portion Ideally Situated In Sharfabad,4.35 Crore,"Sharfabad, Gulshan-e-Iqbal Town",5.0,6.0,256 Sq. Yd.,"['Trusted badge', 'Verified badge']",Added: 21 hours ago,https://media.zameen.com/thumbnails/189542478-400x300.webp
Ready Portion Ground Floor Available For Sale,3.05 Crore,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",3.0,3.0,240 Sq. Yd.,['Verified badge'],Added: 22 hours ago,https://media.zameen.com/thumbnails/181375747-400x300.webp
Ready Portion 2nd Floor With Roof Available For Sale,3.35 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",4.0,4.0,240 Sq. Yd.,['Verified badge'],Added: 22 hours ago,https://media.zameen.com/thumbnails/181375718-400x300.webp
Ready Portion Ground Floor Available For Sale,3.05 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['Verified badge'],Added: 22 hours ago,https://media.zameen.com/thumbnails/181375683-400x300.webp
Beautiful 400 Yards House For Sale,8 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",6.0,6.0,400 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/194828792-400x300.webp
Brand New House For Sale 240 Square Yard Ground Plus One 60 Feet Road Per,8 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/197559031-400x300.webp
"3 Bedrooms Brand New Portion Ground Floor In Block 11, Gulshan-e-iqbal Near Nipa, Sindhbad",1.65 Crore,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/199851436-400x300.webp
BRAND NEW PORTION FOR SALE 240 SQUARE YARD GROUND FLOOR,2.3 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/199320979-400x300.webp
4bed D D Portion With Roof Terrace 2nd Floor 60 Feet Road Corner Near Patel Hospital Block 4 Gulshan-e-iqbal,3.8 Crore,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",4.0,4.0,320 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/199855828-400x300.webp
WELL MAINTAINED 250 SQ YARDS HOUSE 60 FEET ROAD WEST OPEN,8 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",5.0,5.0,250 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/199331677-400x300.webp
80 Yard With Extra Land Total 120 Yard Commercial Purpose House In 100 Feet Road,3.85 Crore,"Gulshan-e-Iqbal - Block 13/G, Gulshan-e-Iqbal",4.0,4.0,120 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/186291002-400x300.webp
600 Yard Double Storey House On 60 Feet Wide Road,9.5 Crore,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",7.0,6.0,600 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/189914282-400x300.webp
120 Sqyrd Well Maintained Double Storey,3.4 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",5.0,5.0,120 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/201394957-400x300.webp
400 SQYRD WESTOPEN DOUBLE STOREY MAINTAINED,8.5 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",6.0,6.0,400 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/201396859-400x300.webp
600 Sq Yard Well Maintained House Available For Sale In Overseas Cooperative Society Karachi,19 Crore,"Overseas Society, Gulshan-e-Iqbal Town",6.0,6.0,600 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 5 days ago,https://media.zameen.com/thumbnails/179060947-400x300.webp
New Apartment For Sale,3.6 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,211 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 2 weeks ago,https://media.zameen.com/thumbnails/199297532-400x300.webp
Harmain Royal Residency Vip Flat For Sale,1.7 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,178 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 2 days ago,https://media.zameen.com/thumbnails/192703523-400x300.webp
Benglow Available In Gulshan-e-iqbal Town,3.5 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",6.0,6.0,178 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 2 days ago,https://media.zameen.com/thumbnails/161808895-400x300.webp
Begh E Rizwan Apartment Flat For Sell Gulshan E Iqbal Block 16,1.12 Crore,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",3.0,3.0,139 Sq. Yd.,['Hot badge'],Added: 3 days ago (Updated: 2 days ago),https://media.zameen.com/thumbnails/203324577-400x300.webp
1600 Square Feet Penthouse 3 Bed D D 6th Floor Available For Sale,1.2 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",3.0,3.0,178 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 3 days ago,https://media.zameen.com/thumbnails/198969524-400x300.webp
400 Yards Second Floor Portion With Roof For Sale,2.95 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,400 Sq. Yd.,['Hot badge'],Added: 3 days ago (Updated: 3 days ago),https://media.zameen.com/thumbnails/198801390-400x300.webp
Under Construction Portion 2nd Floor With Roof Available For Sale,3.3 Crore,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",4.0,4.0,240 Sq. Yd.,['Verified badge'],Added: 22 hours ago,https://media.zameen.com/thumbnails/181375654-400x300.webp
Under Construction Portion Ground Floor Available For Sale,3 Crore,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",3.0,3.0,240 Sq. Yd.,['Verified badge'],Added: 22 hours ago,https://media.zameen.com/thumbnails/181375629-400x300.webp
Under Construction Portion 2nd Floor With Roof Available For Sale,3.3 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",4.0,4.0,240 Sq. Yd.,['Verified badge'],Added: 22 hours ago,https://media.zameen.com/thumbnails/181375602-400x300.webp
Under Construction Portion Ground Floor Available For Sale,3 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['Verified badge'],Added: 22 hours ago,https://media.zameen.com/thumbnails/181375573-400x300.webp
Ready To Buy A West Open Upper Portion In Sadaf Cooperative Housing Society Karachi,80 Lakh,"Sadaf Cooperative Housing Society, Gulshan-e-Iqbal Town",3.0,3.0,160 Sq. Yd.,['Verified badge'],Added: 22 hours ago,https://media.zameen.com/thumbnails/179000763-400x300.webp
Your Dream 1050 Square Feet Flat Is Available In Gulshan-e-Iqbal - Block 13/C,70 Lakh,"Gulshan-e-Iqbal - Block 13/C, Gulshan-e-Iqbal",2.0,2.0,117 Sq. Yd.,['Verified badge'],Added: 22 hours ago,https://media.zameen.com/thumbnails/187961991-400x300.webp
Perfect 1300 Square Feet Flat In Gulshan-e-iqbal - Block 13/d For Sale,1.2 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",3.0,3.0,144 Sq. Yd.,['No badges'],Added: 22 hours ago (Updated: 21 hours ago),https://media.zameen.com/thumbnails/201255480-400x300.webp
3 Bed Dd Sharfabad 2nd Floor Lift Parking Lift Near Shaheed E Millat,2.5 Crore,"Sharfabad, Gulshan-e-Iqbal Town",3.0,3.0,172 Sq. Yd.,['No badges'],Added: 22 hours ago (Updated: 20 hours ago),https://media.zameen.com/thumbnails/196514686-400x300.webp
Brand New Portion For Sale 240 Square Yard First Floor 3bed Dd,2.6 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/189340381-400x300.webp
"Brand New Flat 3 Bed D D , 1800 Sq Feet Flat Available For Sale",2.4 Crore,"Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,['Hot badge'],Added: 3 days ago,https://media.zameen.com/thumbnails/198730145-400x300.webp
Ground Plus 1 House For Sale,9.9 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",8.0,,500 Sq. Yd.,['Hot badge'],Added: 4 days ago (Updated: 2 days ago),https://media.zameen.com/thumbnails/203254547-400x300.webp
Gold Front Apartment For Sale In Gulshan E Iqbal Block 10,2.35 Crore,"Gulshan-e-Iqbal - Block 10, Gulshan-e-Iqbal",4.0,4.0,200 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/161808727-400x300.webp
Ideal Upper Portion Just Available For Sale In Gulshan-e-Iqbal,2.7 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/161808961-400x300.webp
2 Bed D D Abidtown Newly Renovate West Open And Second Floor Portion For Sale,95 Lakh,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",2.0,2.0,120 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/161809091-400x300.webp
Well Maintained House Is Available For Sale In Gulshan Block 9,12 Crore,"Gulshan-e-Iqbal - Block 9, Gulshan-e-Iqbal",8.0,6.0,600 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/170790930-400x300.webp
Get In Touch Now To Buy A West Open House In Gulshan-e-iqbal - Block 5,5.2 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/161809053-400x300.webp
"Renovated , Ready To Move Flat For Sell In Gulshan E Iqbal",87 Lakh,"Gulshan-e-Iqbal Town, Karachi",2.0,2.0,106 Sq. Yd.,['Hot badge'],Added: 4 days ago (Updated: 3 days ago),https://media.zameen.com/thumbnails/203236668-400x300.webp
Bungalow For Sale,3.15 Crore,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",4.0,4.0,160 Sq. Yd.,['Hot badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/186990566-400x300.webp
3 Bed D/D Flat For Sale In Zubaida Flower 3rd Floor 1450 Sq. Ft (West Open),95 Lakh,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,161 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/200433398-400x300.webp
House For Sale 400 Square Yards In Gulshan-e-iqbal Block 3,7.5 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",8.0,6.0,400 Sq. Yd.,['Hot badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/194450576-400x300.webp
Corner 240 Sq. Yard Double storey house Gulshan e Iqbal Karachi sindh,7.4 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['Hot badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/203223898-400x300.webp
120 Yard G+3 for Sale Near Lasania Gulshan-e-Iqbal Block 10A,3.3 Crore,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",8.0,6.0,120 Sq. Yd.,['Hot badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/197574255-400x300.webp
120 Yard G+1 House For Sale,2.8 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",4.0,4.0,120 Sq. Yd.,['Hot badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/199681488-400x300.webp
Well maintained 400 Sq Yard single storey house Gulshan E Iqbal Karachi sindh,6.9 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",3.0,4.0,400 Sq. Yd.,['Hot badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/203152567-400x300.webp
Flat For Sale In Maymar Square,3.5 Crore,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/161808165-400x300.webp
Single Storey 400 Square Yards House Available In Gulshan-e-Iqbal - Block 13/D-2 For sale,6.25 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,400 Sq. Yd.,['Trusted badge'],Added: 1 day ago,https://media.zameen.com/thumbnails/192198223-400x300.webp
Prime Location 240 Square Yards Lower Portion Ideally Situated In Gulshan-e-Iqbal - Block 1,2.8 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['Trusted badge'],Added: 1 day ago,https://media.zameen.com/thumbnails/192409887-400x300.webp
Centrally Located Prime Location Upper Portion For sale In Gulshan-e-Iqbal - Block 1 Available,3.2 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['Trusted badge'],Added: 1 day ago,https://media.zameen.com/thumbnails/192203498-400x300.webp
Double Storey House Is Available For Sale,5.3 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",6.0,6.0,200 Sq. Yd.,['Trusted badge'],Added: 1 day ago,https://media.zameen.com/thumbnails/192185457-400x300.webp
3 Bed D/D 1st Floor Portion In Gulshan E Iqbal Block 13D2 For Sale,2.1 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['Trusted badge'],Added: 1 day ago,https://media.zameen.com/thumbnails/192203107-400x300.webp
400 Sq. Corner Single Story House For Sale In Gulshan E Iqbal Block 5,7.7 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6.0,6.0,400 Sq. Yd.,['Trusted badge'],Added: 1 day ago,https://media.zameen.com/thumbnails/192201995-400x300.webp
400 Sq. Single Story House For Sale In Gulshan E Iqbal Block 5,8.5 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6.0,6.0,400 Sq. Yd.,['Trusted badge'],Added: 1 day ago,https://media.zameen.com/thumbnails/192208742-400x300.webp
400 Sq/ Yard House For Sale In Gulshan E Iqbal Block 2 (g+2) Brand New,8.25 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",11.0,6.0,400 Sq. Yd.,['Trusted badge'],Added: 1 day ago,https://media.zameen.com/thumbnails/195508199-400x300.webp
Brand New House Is Available For Sale On 60 fit front road with basement huge longe kitchen and Parking Price Negotiable depend payment Sudel.,11 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",6.0,6.0,400 Sq. Yd.,"['Hot badge', 'Trusted badge', 'Verified badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/161808508-400x300.webp
VIP West Open Bungalow In Gulshan-e-iqbal Block 2,6.75 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/161808721-400x300.webp
"240 Yards Best, Affordable, Luxurious Town House Available For Sale In front of KDA Officers Society Gulshan E Iqbal Block 17.",7.25 Crore,"Gulshan-e-Iqbal - Block 17, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['Hot badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/203019137-400x300.webp
Perfect 900 Square Feet Upper Portion In Gulshan-e-Iqbal - Block 2 For sale,90 Lakh,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",2.0,2.0,100 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/195090094-400x300.webp
240 Square Yards House Available For sale In Gulshan-e-Iqbal - Block 2,7.5 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",7.0,8.0,240 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/183675484-400x300.webp
Abid Town 120 Sq Yards Double Storey House For Dale In Gulshan-e-iqbal Block 2,2.75 Crore,"Gulshan-e-Iqbal Town, Karachi",3.0,3.0,120 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/161809348-400x300.webp
Flat For Sale 2 Bedroom D D,87 Lakh,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",2.0,2.0,106 Sq. Yd.,['Hot badge'],Added: 4 days ago (Updated: 3 days ago),https://media.zameen.com/thumbnails/203144907-400x300.webp
Kings Galaxy Flat,1.05 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",2.0,2.0,111 Sq. Yd.,['Hot badge'],Added: 4 days ago,https://media.zameen.com/thumbnails/200560951-400x300.webp
Family Friendly 1800 Sq Ft Flat Available In 13d2 Sevens City.,1.1 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 4 days ago,https://media.zameen.com/thumbnails/171641777-400x300.webp
West Open 140 Square Yards House In Karachi Is Available For sale,3.85 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",7.0,6.0,150 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 5 days ago,https://media.zameen.com/thumbnails/161809361-400x300.webp
A Perfect Flat Awaits You In Gulshan-e-Iqbal - Block 2 Karachi,75 Lakh,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",2.0,2.0,80 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 5 days ago,https://media.zameen.com/thumbnails/183675409-400x300.webp
Best investment Flat For sale In Gulshan-e-Iqbal - Block 2 Karachi,58 Lakh,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",2.0,2.0,78 Sq. Yd.,"['Hot badge', 'Trusted badge']",Added: 5 days ago,https://media.zameen.com/thumbnails/202496374-400x300.webp
